acronym,title,projectUrl,status,
IBD-BIOM,Diagnostic and prognostic biomarkers for inflammatory bowel disease IBD BIOM,http://www.ibdbiom.eu/,,
CWIT,CWIT Countering WEEE Illegal Trade,http://www.cwitproject.eu/,,
GAMBA,Gene Activated Matrices for Bone and Cartilage Regeneration in Arthritis,http://www.gamba-project.eu/,,
SUNRAY,Sustainable Nutrition Research for Africa in the Years to come,http://sunrayafrica.co.za/,,
NANODNASEQUENCING,NanoTools for Ultra Fast DNA Sequencing,http://www.nanoDNAsequencing.org/,,
4M2020,Advanced Manufacturing of Multi Material Multi Functional Products Towards 2020 and Beyond,http://www.4m2020.eu/,,
MATERA+,ERA NET Plus on Materials Research,http://www.materaplus.net/,,
PROLIFICA,Prevention of Liver Fibrosis and Cancer in Africa,http://prolifica.eu/,,
TRANSCARD,Translating disease to cardiovascular health,http://www.transcard-research.org/,,
IMPLEMENT,A research agenda on implementation research in chronic care,https://eu-implement.eu/,,
RESTORE,REsearch into implementation STrategies to support patients of different ORigins and language background in a variety of European primary care settings,http://www.fp7restore.eu/,,
CILECCTA,A user oriented knowledge based suite of Construction Industry LifE Cycle CosT Analysis CILECCTA software for pan European determination and costing of sustainable project options,http://www.cileccta.eu/,,
MYOCEAN2,Prototype Operational Continuity for the GMES Ocean Monitoring and Forecasting Service,http://marine.copernicus.eu/,,
VFF,Holistic extensible scalable and standard Virtual Factory Framework,http://www.vff-project.eu/,,
POLINARES,POLicy for NAtural RESouces,http://www.polinares.eu/,,
PACT,PUBLIC PERCEPTION OF SECURITY AND PRIVACY ASSESSING KNOWLEDGE COLLECTING EVIDENCE TRANSLATING RESEARCH INTO ACTION,http://www.projectpact.eu/,,
LIFT,Leadership in Fiber Technology,http://www.lift-project.eu/,,
SKYCOAT,Sky Like Coating Materials for Hypogeal and SkyScrapers Architectures,http://www.skycoat.eu/,,
NATIOMEM,Nano structured TiON Photo Catalytic Membranes for Water Treatment,http://www.natiomem.eu/,,
PADDINGTON,Pharmacodynamic Approaches to Demonstration of Disease Modification in Huntington s Disease by SEN0014196,http://www.paddingtonproject.eu/,,
SNAPSUN,Semiconductor Nanomaterial for Advanced Photovoltaic Solar cells Using New concept of nanocrystal and conductive host,http://www.snapsun-project.eu/,,
EVOSS,EUROPEAN VOLCANO OBSERVATORY SPACE SERVICES,http://www.evoss.eu/,,
CARDIMMUN,A new therapeutic antibody with a personalised medicine approach in cardiovascular disease,http://cardimmun.eu/,,
TRANSFOP,Transparency of Food Pricing,http://www.transfop.eu/,,
NEPHROPS,Development of new techniques in hatchery rearing fishery enhancement and aquaculture for Nephrops,http://www.nephrops.eu/,,
FLAVIOLA,Targeted delivery of dietary flavanols for optimal human cell function Effect on cardiovascular health,http://www.flaviola.org/,,
FAROS,Human Factors in Risk Based Ship Design Methodology,http://faros-project.eu/,,
GENCODYS,Genetic and Epigenetic Networks in Cognitive Dysfunction,http://www.gencodys.eu/,,
ECO-REFITEC,Eco innovative refitting technologies and processes for shipbuilding industry promoted by European Repair Shipyards,http://www.eco-refitec.eu/,,
LOCOBOT,Toolkit for building low cost robot co workers in assembly lines,http://www.locobot.eu/,,
APARET,African Programme for Advanced Research Epidemiology Training,http://aparet.org/?option=com_content&view=article&id=91:callforfellowshipapplications-&catid=1:latest-news&Itemid=29,,
ASTROMAP,Astrobiology and Space Missions Road Mapping,http://www.astromap.eu/,,
MACAN,MERGING ATOMISTIC AND CONTINUUM ANALYSIS OF NANOMETER LENGTH SCALE METAL OXIDE SYSTEMS FOR ENERGY AND CATALYSIS APPLICATIONS,http://macan.technion.ac.il/,,
NAVOSCAN,An innovative low cost and flexible 3D scanning system,http://processing-contaminants-prometheus.com/index.php,,
MULTIBIODOSE,Multi disciplinary biodosimetric tools to manage high scale radiological casualties,http://www.multibiodose.eu/,,
CRONOS,Time dynamics and ContROl in naNOStructures for magnetic recording and energy applications,http://www.cronostheory.eu/index.php?id=13&lang_id=eng,,
HARCO,Hierarchical and Adaptive smaRt COmponents for precision production systems application,http://www.harcoproject.eu.com/,,
BASYNTHEC,Bacterial Synthetic Minimal Genomes for Biotechnology,http://www.basynthec.eu/,,
POLIMATIC,Automated Polishing for the European Tooling Industry,http://www.automated-polishing.eu/,,
EUROBATS,Identifying biomarkers of ageing using whole transcriptomic sequencing,http://eurobats.eu/,,
ADVANCE-FSP,LARGE SCALE PRODUCTION OF TAILORED NANO OXIDES BY ADVANCED HIGH OUTPUT HIGH VERSATILITY FLAME SPRAY PYROLISIS,http://www.advance-fsp.eu/,,
HILDA,High Integrity Low Distortion Assembly,http://www.hilda-europe.eu/,,
INDIGO,Innovative Training Decision Support for Emergency operations,http://indigo.diginext.fr/,,
ECNIS2,ECNIS2 towards ECNIS Centre for Research and Education on Cancer Environment and Food,http://www.ecnis.org/,,
AMASA,Accessing Medicines in Africa and South Asia,http://www.amasa-project.eu/,,
CREATIF,CBRNE related testing and certification facilities A networking strategy to strengthen cooperation and knowledge exchange within Europe,http://www.creatif-network.eu/,,
E-AIMS,Euro Argo Improvements for the GMES Marine Service,http://www.euro-argo.eu/EU-Projects-Contribution/E-AIMS,,
FISHSCAN,Development of novel system for continuous remote monitoring of weight growth and size distribution of fish in aquaculture enclosures,http://www.fishscanproject.com/,,
SCIIMS,Strategic Crime and Immigration Information Management System,http://www.sciims.co.uk/,,
POPDAT,Problem oriented Processing and Database Creation for Ionosphere Exploration,http://www.popdat.org/,,
MAMBA,Marine Metagenomics for New Biotechnological Applications,http://mamba.bangor.ac.uk/,,
ZAPÁS,Assessment and Monitoring of Forest Resources in the Framework of the EU Russia Space Dialogue,http://zapas.uni-jena.de/,,
LIKEMEAT,High quality meat like products from niche markets to widely accepted meat alternatives,http://www.likemeat.eu/,,
NANO2MARKET,Best Practices for IPR and Technology Transfer in Nanotechnology Developments,http://www.nano2market.eu/,,
IMSK,Integrated Mobile Security Kit,http://www.imsk.eu/,,
MANUCYTE,Self learning modular manufacturing platform for flexible patient specific cell production,http://www.manucyte-project.eu/,,
MEM-S,Bottom up design and fabrication of industrial bio inorganic nano porous membranes with novel functionalities based on principles of protein self assembly and biomineralization,http://www.eu-mem-s.de/,,
MYOAGE,Understanding and combating human age related muscle weakness,http://www.myoage.eu/,,
PRIME,A Process to Engineer and Manufacture Medium to High Value 3D Products Using Mixed Polymer Recyclate,http://www.3d-pim.eu/,,
SECCRIT,SEcure Cloud computing for CRitical infrastructure IT,https://www.seccrit.eu/,,
GRAAL,GMES for Regions Awareness and Access Link,http://www.gmes-graal.eu/,,
CONSENT,Consumer sentiment regarding privacy on user generated content services in the digital economy,http://consent.law.muni.cz/,,
DYNXPERTS,Plug and Produce Components for Optimum Dynamic Performance Manufacturing Systems,http://www.dynxperts.eu/,,
SNIFFLES,Artificial sniffer using linear ion trap technology,http://www.sniffles.eu/,,
SIMPATIC,Social IMpact Policy Analysis of Technological Innovation Challenges,http://simpatic.eu/,,
ANTICARB,Monoclonal ANTIbody targeted CARBon nanobues against cancer,http://anticarb.org/,,
IMPRESS,Flexible Compression Injection Moulding Platform for Multi Scale Surface Structures,http://www.impress-fp7.eu/,,
NANOMOF,Nanoporous Metal Organic Frameworks for production,http://www.nanomof-project.eu/,,
COTECH,Converging technologies for micro systems manufacturing,http://www.fp7-cotech.eu/,,
BACTERIOSAFE,Active wound dressings based on biological mimicry,http://www2.mpip-mainz.mpg.de/eu-projekte/bacteriosafe/,,
AAA-PREVENT,Effective Environmental Strategies for the Prevention of Alcohol Abuse among Adolescents in Europe,http://www.aaaprevent.eu/,,
TRANSUS,A Novel Transport System for Slaughter Pigs,http://transus.net/,,
EXPERL,Efficient exploitation of EU perlite resources for the development of a new generation of innovative and high added value micro perlite based materials for Chemical Construction and Manufacturing,http://www.experl.eu/,,
CROSSTEXNET,TEXTILE AT THE CROSS ROADS OF NEW APPLICATIONS,http://crosstexnet.eu/,,
STOICISM,Sustainable Technologies for Calcined Industrial Minerals in Europe,http://www.stoicism.eu/,,
REMANENCE,Rare Earth Magnet Recovery for Environmental and Resource Protection,http://www.project-remanence.eu/,,
O-PTM-BIOMARKERS,Discovery of novel cancer serum biomarkers based on aberrant post translational modifications of O glycoproteins O PTM Biomarkers and their application to early detection of cancer,http://www.clrc.rhul.ac.uk/o-ptm/,,
HYDROBOND,New cost effective superHYDROphobic coatings with enhanced BOND strengh and wear resistance for application in large wind turbine blades,http://hydro-bond.eu/,,
NEUROCYPRES,Neurotransmitter Cys loop receptors structure function and disease,http://www.neurocypres.eu/,,
INGAS,Integrated Gas Powertrain Low Emission CO2 optimised and efficient CNG engines for passenger cars PC and light duty vehicles LDV,http://www.ingas-eu.org/about.php,,
UNCOSS,UNDERWATER COASTAL SEA SURVEYOR,http://www.uncoss-project.org/,,
OPTIX,OPTICAL TECHNOLOGIES FOR THE IDENTIFICATION OF EXPLOSIVES,http://www.fp7-optix.eu/,,
INTOGOLD,Innovative Design and Top Quality in Gold Jewellery Casting through Integration of Applied Computer Simulation Design of Experiments and Rapid Prototyping,http://www.fem-online.de/intogold/,,
HYPERIMAGE,Hybrid PET MR system for concurrent ultra sensitive imaging,http://www.iminds.be/,,
PHYTOME,PHYTOCHEMICALS TO REDUCE NITRITE IN MEAT PRODUCTS,http://www.phytome.eu/,,
SECRICOM,Seamless Communication for Crisis Management,http://www.secricom.eu/,,
OPTATIO,OPtimizing TArgets and Therapeutics In high risk and refractOry Multiple Myeloma,http://www.optatio.eu/,,
CAST,COMPARATIVE ASSESSMENT OF SECURITY CENTERED TRAINING CURRICULA FOR FIRST RESPONDERS ON DISASTER MANAGEMENT IN THE EU,http://www.research.sbg.ac.at/cast/,,
RURBANAFRICA,African Rural City Connections,http://ign.ku.dk/,,
DRUGSFORD,Preclinical development of drugs and drug delivery technology for the treatment of inherited photoreceptor degeneration,http://www.drugsford.eu/,,
HARP,Evaluation and impact of screening and treatment approaches for the prevention of cervical neoplasia in HIV positive women in Burkina Faso and South Africa HPV in Africa Research Partnership,http://www.harp-fp7.org/,,
NET4SOCIETY,Trans national co operation among National Contact Points for Socio economic sciences and the Humanities,http://www.net4society.eu/,,
OBSERVATORYNANO,European observatory for science based and economic expert analysis of nanotechnologies cognisant of barriers and risks to engage with relevant stakeholders regarding benefits and opportunities,http://www.observatorynano.eu/,,
MENTDIS_ICF65+,Prevalence 1 year incidence and symptom severity of mental disorders in the elderly Relationship to impairment functioning ICF and service utilisation,http://www.mentdiselderly.eu/,,
DREAM,simulation based application Decision support in Real time for Efficient Agile Manufacturing,http://www.dream-simulation.eu/,,
AGROBIOFILM,Development of enhanced biodegradable films for agricultural activities,http://www.agrobiofilm.eu/,,
GENICA,Genomic Instability in Cancer and Precancer,http://genica.unige.ch/,,
IMPACT,IMproving Protein Annotation and Co ordination through Technology,http://www.csr-impact.eu/,,
EDC2020,European Development Co operation to 2020,http://www.edc2020.eu/9.0.html,,
DEMETER,DEvelopment of MEthods and Tools for Evaluation of Research,http://demeter-project.eu/,,
SKYFLASH,Development of Rad Hard non volatile Flash memories for space applications,http://www.skyflash.eu/,,
PLA-FOAM,The Development of a Single Screw Extrusion Process for Production of Low Density Biodegradable PLA Foam for Thermoformed Food Packaging Applications,http://pla-foam.uk-matri.org/,,
EUBORDERREGIONS,European Regions EU External Borders and the Immediate Neighbours Analysing Regional Development Options through Policies and Practices of Cross Border Co operation,http://www.euborderregions.eu/,,
EUCARBON,European Space Qualified Carbon Fibres and Pre Impregnated Based Materials,http://www.eucarbon-project.eu/overview.asp,,
TRANS-INT,New Oral Nanomedicines Transporting Therapeutic Macromolecules across the Intestinal Barrier,http://www.trans-int.eu/,,
DASH,Demonstration of the AutoSpar Harvesting machine used for white and violet asparagus,http://www.autospar.net/dash/index.html,,
AQUATERRE,Integrated European Network for biomass and waste reutilisation for Bioproducts,http://www.aquaterre.info/,,
NEUROSIS,Efficacy and Safety of Inhaled Budesonide in Very Preterm Infants at Risk for Bronchopulmonary Dysplasia,http://www.neurosis-study.eu/,,
FISHFERMPLUS,Added value bioprocessing for Fish raw materials via low cost Fermentation technologies delivering a PLUS in the sustainable production consumer safety and quality of highly sensitive fish products,http://www.fishfermplus.eu/,,
IDETECT 4ALL,Novel Intruder Detection Authentication Optical Sensing Technology,http://idetect4all.eu/,,
ORINOCO,cOoperation with Russia in the field of advanced engIne NOise COntrol based on plasma actuators,http://www.orinoco-project.org/,,
DUAL-PRO,Dual electric acoustic speech processor with linguistic assessment tools for deaf individuals with residual low frequency hearing,http://otoconsult.com/fp7-dual-pro/,,
CSEYHP,Combating social exclusion among young homeless populations a comparative investigation of homeless paths and reinsertion programmes for young men and women of different ethnic and migrant statuses,https://www.movisie.com/search/node/cyh,,
