acronym,title,projectUrl
MOBILEPASS,"""A secure, modular and distributed mobile border control solution for European land border crossing points""",http://mobilepass-project.eu/
TRIMAGE,A dedicated trimodality (PET/MR/EEG) imaging tool for schizophrenia,http://www.trimage.eu/
ETTIS,ETTIS - European security trends and threats in society,http://ettis-project.eu/
MICROMILK,Nutritional and shelf stable milk by novel microwave processing,http://www.micromilk.fraunhofer.eu/
THERMOMAG,Nanostructured energy-harvesting thermoelectrics based on Mg2Si,http://thermomag-project.eu/
IF REACT,Improved First Responder Ensembles Against CBRN Terrorism,http://www.ifreact.eu/
LAMPRE,LAndslide Modelling and tools for vulnerability assessment Preparedness and REcovery management,http://www.lampre-project.eu/
CUVITO,"""Nano-structured copper coatings, based on Vitolane technology, for antimicrobial applications""",http://www.cuvito.eu
PBSA,PHOTONIC BIOSENSOR FOR SPACE APPLICATION,http://www.pbsa-fp7.eu
LIGHT4CLEANWATER,A NOVEL SYSTEM TO BREAKDOWN HAZARDOUS SUBSTANCES IN WASTE WATER STREAMS INTO HARMLESS BIO-FRIENDLY COMPOUNDS USING MULTI-CHROMATIC UV LIGHT,http://www.light4cleanwater.eu/
E-FLYWATCH,Development of an innovative automated and wireless trap with warning and monitoring modules for integrated management of the Mediterranean (Ceratitis Capitata) & Olive (Dacus oleae) fruit flies,http://www.e-flywatch.com/
SAFEPROTEX,High-protective clothing for complex emergency operations,http://www.safeprotex.org
I-PROTECT,Intelligent PPE system for personnel in high risk and complex environments,http://www.i-protect.pl
MASTERSWITCH,Mechanisms to Attack Steering Effectors of Rheumatoid Syndromes with Innovated Therapy Choices,http://www.masterswitchproject.eu/
SUPERSONIC,SUPERSONIC DEPOSITION OF NANOSTRUCTURED SURFACES,http://www.supersonic-project.eu
DEMAT,"""A multi-technological approach for Dematerialising the production systems within a view of productive, reliable and eco-efficient machining processes""",http://www.dematproject.eu
EUFODOS,European Forest Downstream Services- Improved Information on Forest Structure and Damages,http://www.eufodos.info/
ERACOBUILD,Strategic Networking of RDI Programmes in Construction and Operation of Buildings,http://www.eracobuild.eu
µFCU,Miniaturized Flow Control Unit,http://www.microfcu.com/
AEROMUCO,AEROdynamic Surfaces by advanced MUltifunctional COatings,http://www.aeromuco.eu/
NANOPV,Nanomaterials and nanotechnology for advanced photovoltaics,http://www.sintef.no/Projectweb/nanoPV/
Implementing User-driven Services",http://www.sirius-gmes.es/
SANBOX,Development of an innovative sanitation and wastewater treatment system for remote located tourist facilities,http://sanbox.info/
RIGHTTIMEPLACECARE,Improving health services for European citizens with dementia: Development of best practice strategies for the transition from ambulatory to institutional long-term care facilities,http://www.righttimeplacecare.eu/
BIOMONAR,Biosensor nanoarrays for environmental monitoring,http://www.sdu.dk/Om_SDU/Institutter_centre/Ifk_fysik_og_kemi/Forskning/Forskningsgrupper/Raewyn_M_Town/BIOMONAR.aspx
RESOLVE,Resolve Chronic Inflammation and Achieve Healthy Aging by Understanding Non-regenerative Repair,http://resolve.punkt-international.eu/
NANOMICRO,NANO/MICRO INTEGRATION IN MICROMANUFACTURING,http://www.nanomicro-project.eu
GHG EUROPE,Greenhouse gas management in European land use systems,http://www.ghg-europe.eu
NANOONSPECT,Reliable Integrated On-Line Characterisation Tool for Thermoplastic Compound,http://nanoonspect.eu/
MEDPRO,Prospective Analysis for the Mediterranean Region,http://www.medpro-foresight.eu/
INTEG-RISK,"""Early Recognition, Monitoring and Integrated Management of Emerging, New Technology Related Risks""",http://www.integrisk.eu-vri.eu
GREENXPO,Maintaining all Green and Ecoinnovation Results in a Living Portal,http://greenxpo.eu
SEREN 2,SEcurity REsearch Ncp network – phase 2,http://www.seren-project.eu/
COCKPITCI,"""Cybersecurity on SCADA: risk prediction, analysis and reaction tools for Critical Infrastructures""",http://www.cockpitci.eu/
ROTABOT,The Development of a Next Generation Robotic Milking Parlour,http://rotabot.eu/
RECYVAL-NANO,"""Development of recovery processes for recycling of valuable components from FPDs (In, Y, Nd) for the production of high added value NPs""",http://www.recyval-nano.eu/
MINTWELD,Modelling of Interface Evolution in Advanced Welding,http://www.le.ac.uk/mintweld
MULTI-PART,Multicentre Preclinical Animal Research Team,http://www.dcn.ed.ac.uk/multipart/
EHEROES,Environment for Human Exploration and RObotic Experimentation in Space,http://www.eheroes.eu
IBD-BIOM",http://www.ibdbiom.eu/
CWIT,CWIT - Countering WEEE Illegal Trade,http://www.cwitproject.eu/
GAMBA,Gene Activated Matrices for Bone and Cartilage Regeneration in Arthritis,http://www.gamba-project.eu/
SUNRAY,Sustainable Nutrition Research for Africa in the Years to come,http://sunrayafrica.co.za
NANODNASEQUENCING,NanoTools for Ultra Fast DNA Sequencing,http://www.nanoDNAsequencing.org
4M2020,Advanced Manufacturing of Multi-Material Multi-Functional Products Towards 2020 and Beyond,http://www.4m2020.eu/
MATERA+,ERA-NET Plus on Materials Research,http://www.materaplus.net
PROLIFICA,Prevention of Liver Fibrosis and Cancer in Africa,http://prolifica.eu/
TRANSCARD,Translating disease to cardiovascular health,http://www.transcard-research.org/
IMPLEMENT,A research agenda on implementation research in chronic care,http://eu-implement.eu/
RESTORE,REsearch into implementation STrategies to support patients of different ORigins and language background in a variety of European primary care settings,http://www.fp7restore.eu
HARFIR,Heusler Alloy Replacement for Iridium,http://harfir.eu/
CILECCTA,"""A user-oriented, knowledge-based suite of Construction Industry LifE Cycle CosT Analysis (CILECCTA) software for pan-European determination and costing of sustainable project options""",http://www.cileccta.eu
MYOCEAN2,Prototype Operational Continuity for the GMES Ocean Monitoring and Forecasting Service,http://www.myocean.eu.org/
VFF,"""Holistic, extensible, scalable and standard Virtual Factory Framework""",http://www.vff-project.eu/
POLINARES,POLicy for NAtural RESouces,http://www.polinares.eu
PACT,"""PUBLIC PERCEPTION OF SECURITY AND PRIVACY: ASSESSING KNOWLEDGE, COLLECTING EVIDENCE, TRANSLATING RESEARCH INTO ACTION""",http://www.projectpact.eu/
LIFT,Leadership in Fiber Technology,http://www.lift-project.eu
NASCENT,SILICON NANODOTS FOR SOLAR CELL TANDEM,http://www.project-nascent.eu
SKYCOAT,Sky Like Coating Materials for Hypogeal and SkyScrapers Architectures,http://www.skycoat.eu/
NATIOMEM,Nano-structured TiON Photo-Catalytic Membranes for Water Treatment,http://www.natiomem.eu
AQUAMAR,Marine Water Quality Information Services – AquaMar,http://www.aquamar-fp7.eu/
PADDINGTON,Pharmacodynamic Approaches to Demonstration of Disease-Modification in Huntington’s Disease by SEN0014196,http://www.paddingtonproject.eu
SNAPSUN,Semiconductor Nanomaterial for Advanced Photovoltaic Solar cells Using New concept of nanocrystal and conductive host,http://www.snapsun-project.eu
EVOSS,EUROPEAN VOLCANO OBSERVATORY SPACE SERVICES,http://www.evoss.eu/
CARDIMMUN,A new therapeutic antibody with a personalised medicine approach in cardiovascular disease,http://cardimmun.eu/
TRANSFOP,Transparency of Food Pricing,http://www.transfop.eu/
NEPHROPS,"""Development of new techniques in hatchery rearing, fishery enhancement and aquaculture for Nephrops""",http://www.nephrops.eu/
FLAVIOLA,Targeted delivery of dietary flavanols for optimal human cell function: Effect on cardiovascular health,http://www.flaviola.org/
FAROS,Human Factors in Risk-Based Ship Design Methodology,http://faros-project.eu
GENCODYS,Genetic and Epigenetic Networks in Cognitive Dysfunction,http://www.gencodys.eu/
ECO-REFITEC,Eco innovative refitting technologies and processes for shipbuilding industry promoted by European Repair Shipyards,http://www.eco-refitec.eu
NUTRI-STAT,"""Real-time, in-situ, N, P, K, pH and electrical conductivity soil-analysis system to facilitate accurate nutrient management""",http://www.nutristat-project.com/
MEDIADEM,European Media Policies Revisited: Valuing and Reclaiming Free and Independent Media in Contemporary Democratic Systems,http://www.mediadem.eliamep.gr
LOCOBOT,Toolkit for building low cost robot co-workers in assembly lines,http://www.locobot.eu
APARET,African Programme for Advanced  Research Epidemiology Training,http://aparet.org/index.php?option=com_content&view=article&id=91:callforfellowshipapplications-&catid=1:latest-news&Itemid=29
ASTROMAP,Astrobiology and Space Missions Road Mapping,http://www.astromap.eu
MACAN,MERGING ATOMISTIC AND CONTINUUM ANALYSIS OF NANOMETER LENGTH-SCALE METAL-OXIDE SYSTEMS FOR ENERGY AND CATALYSIS APPLICATIONS,http://macan.technion.ac.il
NAVOSCAN,An innovative low-cost and flexible 3D scanning system,http://processing-contaminants-prometheus.com/index.php
MULTIBIODOSE,Multi-disciplinary biodosimetric tools to manage high scale radiological casualties,http://www.multibiodose.eu/
CRONOS,Time dynamics and ContROl in naNOStructures for magnetic recording and energy applications,http://www.cronostheory.eu/index.php?id=13&lang_id=eng
SNOW CONTROL,Integrated Real-Time Measurement Platforms for Nanoparticles and Nanoparticle Thin Films,http://fys.kuleuven.be/vsm/snowcontrol/
HARCO,Hierarchical and Adaptive smaRt COmponents for precision production systems application,http://www.harcoproject.eu.com
BASYNTHEC,Bacterial Synthetic Minimal Genomes for Biotechnology,http://www.basynthec.eu/
POLIMATIC,Automated Polishing for the European Tooling Industry,http://www.automated-polishing.eu
EUROBATS,Identifying biomarkers of ageing using whole transcriptomic sequencing,http://www.eurobats.eu
ADVANCE-FSP,"""LARGE SCALE PRODUCTION OF TAILORED NANO-OXIDES BY ADVANCED HIGH-OUTPUT, HIGH-VERSATILITY FLAME SPRAY PYROLISIS""",http://www.advance-fsp.eu
HILDA,High Integrity Low Distortion Assembly,http://www.hilda-europe.eu
INDIGO,Innovative Training & Decision Support for Emergency operations,http://indigo.diginext.fr
ECNIS2,"""ECNIS2: towards ECNIS Centre for Research and Education on Cancer, Environment and Food""",http://www.ecnis.org/
VIBRANT,In Vivo Imaging of Beta cell Receptors by Applied Nano Technology,http://www.fp7-vibrant.eu
SMILES,Sustainable Measures for Industrial Laundry Expansion Strategies: SMART LAUNDRY-2015,http://www.smileslaundry.eu
AMASA,Accessing Medicines in Africa and South Asia,http://www.amasa-project.eu/
MAGPRO²LIFE,Advanced Magnetic nanoparticles deliver smart Processes and Products for Life,http://www.magpro2life.eu
ARCHIMEDES,Support to security end users,http://www.archimedes-eu.eu/presentation.php
CREATIF,CBRNE related testing and certification facilities -  A networking strategy to strengthen cooperation and knowledge exchange within Europe,http://www.creatif-network.eu
REFREEPERMAG,RARE EARTH FREE PERMANENT MAGNETS,http://refreepermag-fp7/
E-AIMS,Euro-Argo Improvements for the GMES Marine Service,http://www.euro-argo.eu/EU-Projects-Contribution/E-AIMS
FISHSCAN,"""Development of novel system for continuous remote monitoring of weight, growth, and size distribution of fish in aquaculture enclosures""",http://www.fishscanproject.com
SCIIMS,Strategic Crime and Immigration Information Management System,http://www.sciims.co.uk/
POPDAT,Problem-oriented Processing and Database Creation for Ionosphere Exploration,http://www.popdat.org/
MACADEMIA,MOFs as Catalysts and Adsorbents: Discovery and Engineering of Materials for Industrial Applications,http://www.macademia-project.eu
MAMBA,Marine Metagenomics for New Biotechnological Applications,http://mamba.bangor.ac.uk/
ZAPÁS,Assessment and Monitoring of Forest Resources in the Framework of the EU-Russia Space Dialogue,http://zapas.uni-jena.de
LIKEMEAT,High quality meat-like products - from niche markets to widely accepted meat alternatives,http://www.likemeat.eu/
NANO2MARKET,Best Practices for IPR and Technology Transfer in Nanotechnology Developments,http://www.nano2market.eu/
IMSK,Integrated Mobile Security Kit,http://www.imsk.eu/
MANUCYTE,"""Self-learning modular manufacturing platform for flexible, patient-specific cell production""",http://www.manucyte-project.eu
MEM-S,Bottom-up design and fabrication of industrial bio-inorganic nano-porous membranes with novel functionalities based on principles of protein self-assembly and biomineralization,http://www.eu-mem-s.de
MYOAGE,Understanding and combating human age-related muscle weakness,http://www.myoage.eu
PRIME,A Process to Engineer and Manufacture Medium to High Value 3D Products Using Mixed Polymer Recyclate,http://www.3d-pim.eu/
CONFORM-JET,Self-Learning Control System for Freeform Milling with High Energy Fluid Jets,http://www.conformjet.eu/
GRAAL,GMES for Regions: Awareness and Access Link,http://www.gmes-graal.eu/
CONSENT,Consumer sentiment regarding privacy on user generated content services in the digital economy,http://consent.law.muni.cz/
