acronym,title,foundProjectUrl1,classification
ULTRAS,Ultra luminous supernovae understanding their nature and cosmic evolution,http://www.2020-horizon.com/THE-QUEEN-S-UNIVERSITY-OF-BELFAST-p1104g1.html,1
REGENERATIVETHERAPY,Cell and gene therapy approaches for inherited diseases with unsatisfying or no therapeutic option,http://erc.europa.eu/sites/default/files/content/Rarediseasesfiche.pdf,0
PATHEVOL,Linking Pathogen Evolution and Epidemiology,http://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_ls.pdf,0
CRIMMIGRATION,Crimmigration Crime Control in the Borderlands of Europe,http://www.jus.uio.no/english/research/projects/crimmigration/,1
ANXIETY & COGNITION,How anxiety transforms human cognition an Affective Neuroscience perspective,https://erc.europa.eu/how-anxiety-transforms-human-cognition-affective-neuroscience-perspective,0
CIRQUSS,Circuit Quantum Electrodynamics with Single Electronic and Nuclear Spins,http://www-dsm.cea.fr/Phocea/Vie_des_labos/Ast/ast.php?t=actualites&id_ast=756,0
HOLOVIEW,Single active dopant detection in semiconductor nanowires using electron holography,http://www-leti.cea.fr/en/content/download/1904/24983/file/Rapport%20scientifique-BAT2.pdf,0
OBESITY53,p53 as a New Mediator of Energy Balance in the Brain,http://www.2020-horizon.com/OBESITY53-p53-as-a-New-Mediator-of-Energy-Balance-in-the-Brain(OBESITY53)-s3174.html,0
SPILL,Identifying Spillovers in the Labour Market,https://www.iioa.org/conferences/12th/pdf/greegreg.pdf,0
HEPCENT,Molecular Analysis of Hepatitis C Virus Neutralization and Entry For the Development of Novel Antiviral Immunopreventive Strategies,https://erc.europa.eu/sites/default/files/press_release/files/adg1_06-11-08_ls.pdf,0
ALGAME,Algorithms Games Mechanisms and the Price of Anarchy,https://www.cs.ox.ac.uk/projects/ALGAME/,0
CGT HEMOPHILIA A,Cell and gene therapy based strategies to correct the bleeding phenotype in Hemophilia A,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_ls.PDF,0
BRIDGE,Bridging the gap between Gas Emissions and geophysical observations at active volcanoes,https://erc.europa.eu/bridging-gap-between-gas-emissions-and-geophysical-observations-active-volcanoes,0
CAAXPROCESSINGHUMDIS,CAAX Protein Processing in Human DIsease From Cancer to Progeria,http://grantsoffice2.adm.slu.se/documents/NL_EU-team_080425_VR_ERC.ppt,0
MOLIGHT,Light in moving media,http://www.kcata.org/light_rail_max/kansas_ctiy_streetcar_concept/,0
CHILIC,Child health intervention interactions in low income countries,http://www.2020-horizon.com/CHILIC-Child-health-intervention-interactions-in-low-income-countries(CHILIC)-s7184.html,1
NOCO2,Novel combustion principle with inherent capture of CO2 using combined manganese oxides that release oxygen,https://www.researchgate.net/publication/277191219_Hydrogen_Production_from_Fossil_Fuels_with_Carbon_Dioxide_Capture_Using_Chemical-Looping_Technologies,0
SURFSPEC,Theoretical multiphoton spectroscopy for understanding surfaces and interfaces,http://www.2020-horizon.com/UNIVERSITETET-I-TROMSOE-p792g1.html,0
REGEXTRA,A Novel Level for the Regulation of Eukaryotic Gene Expression Coupling Transcription to Translation,https://erc.europa.eu/novel-level-regulation-eukaryotic-gene-expression-coupling-transcription-translation,0
ROMI,Rates of Mortality Improvement,http://www.2020-horizon.com/ROMI-Rates-of-Mortality-Improvement(ROMI)-s19191.html,0
MULTICOMB,Multidimensional laser frequency comb spectroscopy of molecules,http://www.lu.lv/fileadmin/user_upload/lu_portal/projekti/fotonika-lv/Agenda_final_Riga2012.pdf,0
EARLYPOWERONTOLOGIES,Causal Structuralist Ontologies in Antiquity Powers as the basic building block of the worlds of the ancients,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_sh_0.pdf,0
ROFIRM,Mathematical Methods for Robust Financial Risk Management,http://www.cmap.polytechnique.fr/spip.php?rubrique40,0
FLIGHT MUSCLE,Mechanistic dissection of myofibrillogenesis and sarcomerogenesis in insect muscle,https://www.biochem.mpg.de/en/facilities/eu/eu_project,0
UNIIND,A Unified Model of Induction,http://www.hec.edu/Faculty-Research/Faculty-Directory/GILBOA-Itzhak,0
CARV,Chemical Approaches to Restoring Vision,http://www.vision-research.eu/index.php?id=85,0
HEAATS,Molecular bases of human excitatory neurotransmitter transport across the plasma membrane,http://www.researchranking.org/?action=project&p=doy,1
CIDAM,Conflict Identity and Markets,http://didattica.unibocconi.eu/myigier/index.php?IdUte=49273&idr=11976,0
XFLOW,Ultrafast X Ray Tomography of Turbulent Bubble Flows,http://www.helmholtz.de/forschung/helmholtz_international/europaeische_projekte/ideen/erc_starting_grants/xflow/,0
BBSG,Bosnian Bones Spanish Ghosts Transitional Justice and the Legal Shaping of Memory after Two Modern Conflicts,http://bosnianbonesspanishghosts.com/BBSG/,1
PREDISPIKE,Spike based predictive coding Closing the loop between neural dynamics and computation,https://erc.europa.eu/spike-based-predictive-coding-closing-loop-between-neural-dynamics-and-computation,0
SPIA,Magnetic connectivity through the Solar Partially Ionized Atmosphere,http://www.iac.es/proyecto/spia/,1
VARIOGEO,The Geometric Calculus of Variations and its Applications,http://www.mis.mpg.de/variogeo/index.html,0
FUELLINGSYNAPSES,Regulation of neuronal connectivity and plasticity by activity dependent mitochondrial trafficking to synapses,https://erc.europa.eu/node?page=394,0
EVOLOME,Genetic and phenotypic precursors of antibiotic resistance in evolving bacterial populations from single cell to population level analyses,https://erc.europa.eu/genetic-and-phenotypic-precursors-antibiotic-resistance-evolving-bacterial-populations-single-cell-p,0
DISEASES,The Diseases of Modern Life Nineteenth Century Perspectives,http://diseasesofmodernlife.org/,1
RELATIVISM,The Emergence of Relativism Historical Philosophical and Sociological Perspectives,http://www.academia.edu/5095013/ERC_Proposal_on_Relativism_Short_Version_B1_,0
EXTREMEPHYSICS,The slowest accreting neutron stars and black holes New ways to probe fundamental physics,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
ERMITO,Molecular Anatomy and Pathophysiology of the endoplasmic reticulum mitochondria interface,http://www.biologia.unipd.it/en/research/progetti-di-eccellenza/progetto-ermito/,0
ULTRANMR,Ultrafast Hyperpolarized NMR and MRI in Multiple Dimensions,https://erc.europa.eu/sites/default/files/press_release/files/list_adg09_pe.pdf,0
AIME,An Inquiry into Modes of Existence,http://modesofexistence.org/,0
KRASHIMPE,KRas mutation interactions with host immunity in malignant pleural effusion,http://www.2020-horizon.com/KRASHIMPE-KRas-mutation-interactions-with-host-immunity-in-malignant-pleural-effusion-(KRASHIMPE)-s19165.html,1
PARADIGM,New Paradigm in the Design of Degradable Polymeric Materials Macroscopic Performance Translated to all Levels of Order,https://www.kth.se/en/che/divisions/polymer-technology/research/research-projects/albertsson/paradigm-1.59064,0
SET-NET,Enzymatic and genomic targets of histone modifying enzymes and their role in liver metabolism and hepatocarcinogenesis,http://www.science.gov/topicpages/i/immature+granulosa+cells.html,0
NUCLEAR CALCIUM,The biology of nuclear calcium general principles of adaptations and strategies to develop a light induced signaling enhancer,https://erc.europa.eu/sites/default/files/press_release/files/adg1_06-11-08_ls.pdf,0
MININEXACT,Exact Mining from In Exact Data,http://alumni.cs.ucr.edu/~mvlachos/projects/erc.html,0
LYMPHOMA,Modeling lymphoma pathogenesis in mice from basic mechanisms to pre clinical models,http://www.helmholtz.de/forschung/helmholtz_international/europaeische_projekte/ideen/erc_advanced_grants/lymphoma,0
HOMEOEPITH,Homeostasis and rupture of the gut epithelium in the presence of commensals and pathogens,https://erc.europa.eu/sites/default/files/press_release/files/adg1_06-11-08_ls.pdf,0
ER ARCHITECTURE,Uncovering the Mechanisms of Endoplasmic Reticulum Sub Domain Creation and Maintenance,http://eeas.europa.eu/delegations/israel/documents/eu_israel/list_of_projects_7th_rtd_framework_programme_en.xls,0
E3ARTHS,Exoplanets and Early Earth Atmospheric Research THeories and Simulations,https://erc.europa.eu/projects-and-results/erc-funded-projects/quest-0,0
SAEMPL,Scattering and absorption of electromagnetic waves in particulate media,https://wiki.helsinki.fi/display/PSR/SAEMPL,0
EMPATHICBRAIN,Plasticity of the Empathic Brain Structural and Functional MRI Studies on the Effect of Empathy Training on the Human Brain and Prosocial Behaviour,https://erc.europa.eu/plasticity-empathic-brain-structural-and-functional-mri-studies-effect-empathy-training-human-brain,0
EASTFE3,Efficient and accurate simulation techniques for free energies enthalpies and entropies,https://erc.europa.eu/sites/default/files/content/erc_2010_stg_results_all_domains.pdf,0
DOICV,Discrete Optimization in Computer Vision Theory and Practice,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
GOCAT,Gold III Chemistry Structures Bonding Reactivity and Catalysis,http://www.uea.ac.uk/chemistry/people/profile/m-bochmann,0
LIMOD,The Limits of Demobilization 1917 1923 Paramilitary Violence in Europe and the Wider World,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_sh.pdf,0
PBM - FIMBSE,Partial Behaviour Modelling A Foundation for Incremental and Iterative Model Based Software Engineering,http://wp.doc.ic.ac.uk/dse/projects2/,0
PANTARHEI,Interdisciplinary Integrated Forecasting System for Fluid Flows,http://www.ecmwf.int/en/research/projects/pantarhei,0
MOOSE,Molecular Mechanism of Oxygen Sensing by Enzymes,https://erc.europa.eu/sites/default/files/press_release/files/adg1_06-11-08_ls.pdf,0
PROCOG,Cognitive Training Method for Enhancing Semantic Processing,http://www.researchgate.net/publication/264538074_Are_cognitive_interventions_for_Multiple_Sclerosis_effective_and_feasible,0
BRAINPOWER,Brain energy supply and the consequences of its failure,http://www.tendersinfo.com/projects_details/32485862,0
MIGRANT SOCIALITIES,New Migrant Socialities Ethnic Club Cultures in Urban Europe,http://www.beck-shop.de/fachbuch/vorwort/9783631642955_Intro_005.pdf,0
SESANDHEALTH,Socioeconomic Status and Health Disentangling causal pathways in a life course perspective,http://clic.eui.eu/Projects/SESandHEALTH.aspx,0
DOME,Dissecting a Novel Mechanism of Cell Motility,http://www.2020-horizon.com/CENTRE-NATIONAL-DE-LA-RECHERCHE-SCIENTIFIQUE-p87g46.html,0
MODPHYSFRICT,Modeling the Physics of Nano Friction,https://erc.europa.eu/modeling-physics-nano-friction,0
DECODE,Decoding the complexity of quantitative natural variation in Arabidopsis thaliana,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_ls.pdf,0
INVARIANTCLASS,Invariant Representations for High Dimensional Signal Classifications,http://www.sciencesmaths-paris.fr/en/prize-and-awards-305.htm,0
VASNICHE,The vascular stem cell niche and the neurovascular unit,https://erc.europa.eu/sites/default/files/document/file/erc_2012_adg_results_ls.pdf,0
TUNINGLANG,Tuning Attention during Language Learning,http://www.ub.edu/web/ub/ca/recerca_innovacio/recerca_a_la_UB/projectes/fitxa/T/PE000952/index.html,0
T2KQMUL,Study of Neutrino Oscillations at T2K,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
METSTEM,DNA methylation in stem cells,http://eeas.europa.eu/delegations/israel/documents/eu_israel/list_of_projects_7th_rtd_framework_programme_en.xls,0
SYSTEMATICS,Dynamics and Homeostasis of Germinal Zones in the Adult Vertebrate Brain,http://www.annualreviews.org/doi/full/10.1146/annurev.neuro.051508.135600,0
QOLAPS,Quantum resources conceptuals and applications,http://su.avedas.com/converis/contract/4935,1
CARNIVOROM,Molecular basis of carnivory Excitability movement and endocrinology of plant traps,http://www.bot1.biozentrum.uni-wuerzburg.de/en/research/hedrich/projects/erc_2009_carnivorom/,0
OLFPERCEPT,Neural Basis of Olfactory Perception in Drosophila,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
EPIGEPLAS,Epigenetic determinants of the genome that govern cellular plasticity,http://evolution.unibas.ch/salzburger/news/SNF_2008.pdf,0
GLIOMADDS,Development of tumor penetrating peptides for glioma targeting,http://www.cancerbiology.ee/funding/erc,1
ARISYS,Engineering an artificial immune system with functional components assembled from prokaryotic parts and modules,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_hi_count%3ASpain&page=1,0
LEC&LIP2INVADE,The interactions of the Pseudomonas aeruginosa lectins LecA and LecB with glycosphingolipids result in membrane invagination signaling and cellular uptake of the bacterium,http://forschdb.verwaltung.uni-freiburg.de/cocoon/forschdb/fbr.1076.2012.html,0
PARIS,PHYSICIAN AIDED RECONSTITUTION OF THE IMMUNE SYSTEM,http://www.path.ox.ac.uk/news/herman-waldmann-receives-european-research-council-erc-advanced-grant,0
INSTANTCOUNT,Printed microfluidic counting chambers for low cost point of care diagnostics,https://erc.europa.eu/printed-microfluidic-counting-chambers-low-cost-point-care-diagnostics,0
PHOXY,Phosphorus dynamics in low oxygen marine systems quantifying the nutrient climate connection in Earth s past present and future,http://www.uu.nl/staff/NDijkstra/0,1
SYMPTOPODYNQUANT,Symplectic topology and its interactions from dynamics to quantization,https://erc.europa.eu/symplectic-topology-and-its-interactions-dynamics-quantization,0
BRAINSTATES,Brain states synapses and behaviour,https://www.scribd.com/doc/273246710/Contemporary-Philosophy-in-Focus-Brian-L-Keeley-Paul-Churchland-Contemporary-Philosophy-in-Focus-Cambridge-University-Press-2005,0
LUBI,Regulation and function of linear ubiquitination by HOIP,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
MODERNMOVES,Modern Moves Kinetic Transnationalism and Afro Diasporic Rhythm Cultures,http://www.modernmoves.org.uk/,1
PATHOPROT,In vivo pathogen proteome profiling using selected reaction monitoring,http://www.science.gov/topicpages/c/candida+genome+database.html,0
MOCAPAF,Role of Molecular Clusters in Atmospheric Particle Formation,http://www.2020-horizon.com/MOCAPAF-Role-of-Molecular-Clusters-in-Atmospheric-Particle-Formation(MOCAPAF)-s6033.html,0
VIRMUT,Variability in the mutation rate of RNA viruses,http://www.2020-horizon.com/VIRMUT-Variability-in-the-mutation-rate-of-RNA-viruses(VIRMUT)-s3260.html,0
RIMACO,Rigorous Mathematical Connections between the Theory of Computations and Statistical Physics,http://www.di.uoa.gr/distinctionsawards/projectfunding,0
NAQUOP,Nanodevices for Quantum Optics,https://erc.europa.eu/nanodevices-quantum-optics,0
ELNOX,Elemental nitrogen oxidation A new bacterial process in the nitrogen cycle,http://www.pangaea.de/projects/,0
EMOBODIES,Bodies express emotions and actions in sociocultural context,https://www.tilburguniversity.edu/about/tilburg-university/performance/seventh-framework-programme/,0
YIELD,Is there a limit to yield,http://dspace.mit.edu/handle/1721.1/62672,0
