,acronym,title,foundProjectUrl1,classification
17470,INTERACT,International Network for Terrestrial Research and Monitoring in the Arctic,http://www.eu-interact.org/,1
17477,TIMET,Linking the clock to metabolism,http://timing-metabolism.eu/,1
17479,OMSOP,Optimised Microturbine Solar Power system,https://omsop.serverdata.net/,1
17480,MG4U,Marine Genomics for Users,http://www.mg4u.eu/,1
17482,SPECCC,Specialised Cell Carrier Components,http://biospeccc.com/,1
17486,CAPHAZ-NET,Social Capacity Building for Natural Hazards Toward More Resilient Societies,http://caphaz-net.org/,1
17489,LOG4GREEN,Transport Clusters Development and Implementation Measures of a Six Region Strategic Joint Action Plan for Knowledge based Regional Innovation,http://www.log4green.eu/index.php/networking-news/60-logistic-cluster-the-european-experience-and-a-new-start-for-ukraine,1
17490,DESSI,Decision Support on Security Investment,http://securitydecisions.org/,1
17491,ANASTOMOSEAL,Development of a resorbable sealing patch for the prevention of anastomotic leakage after colorectal cancer surgical treatment,http://science24.com/paper/30250,1
17492,CATO,CATO CBRN crisis management Architecture Technologies and Operational Procedures,http://www.cato-project.eu/,1
17493,CEPHOS-LINK,Comparative Effectiveness research on Psychiatric HOSpitalisation by record LINKage of large administrative data sets,https://www.thl.fi/web/thlfi-en/research-and-expertwork/projects-and-programmes/comparative-effectiveness-research-on-psychiatric-hospitalisation,1
17496,APPLES,Advanced High Performance Polymer Lithium Batteries for Electrochemical Storage,http://www.applesproject.eu/,1
17497,ARIADNE,Advanced Research Infrastructure for Archaeological Dataset Networking in Europe,http://ariadne-infrastructure.eu/,1
17498,EDUCAIR,Assessing the EDUCational Gaps in Aeronautics and AIR Transport,http://www.transport-research.info/project/assessing-educational-gaps-aeronautics-and-air-transport,1
17499,H2SENSE,Cost effective and reliable hydrogen sensors for facilitating the safe use of hydrogen,http://www.h2sense.bam.de/,1
17501,ACOMIN,Advanced Computing for Innovation,http://iict.bas.bg/acomin/,1
17506,INCAM,Improving National Assessment and Monitoring Capacities for Integrated Environmental and Coastal ecosystem Management,http://www.2020-horizon.com/INCAM-Improving-National-Assessment-and-Monitoring-Capacities-for-Integrated-Environmental-and-Coastal-ecosystem-Management%28INCAM%29-s6280.html,1
17508,MONITORING MEDICINES,Optimizing drug safety monitoring to enhance patient safety and achieve better health outcomes,http://monitoringmedicines.org/,1
17509,ADAPTAWHEAT,Genetics and physiology of wheat development to flowering tools to breed for improved adaptation and yield potential,https://www.jic.ac.uk/ADAPTAWHEAT/,1
17511,MINASYS-COE,Micro and Nano Systems Center of Excellence IMEL NCSR DEMOKRITOS,http://imel.demokritos.gr/Regpot/Home.html,1
17513,BOR4STORE,Fast reliable and cost effective boron hydride based high capacity solid state hydrogen storage materials,http://www.fch.europa.eu/project/fast-reliable-and-cost-effective-boron-hydride-based-high-capacity-solid-state-hydrogen-stor,1
17516,SPOTTRACK,Development of an automated spot weld inspection device for safe vehicle repair,http://www.spottrack.eu/,1
17518,HYSENS,Hybrid Molecule Nanocrystal Assemblies for Photonic and Electronic Sensing Applications,http://www.hysens.eu/,1
17520,WAKENET3-EUROPE,European Coordination Action for Aircraft Wake Turbulence,http://wakenet3-europe.eu/,1
17524,C3SOFC,Cost Competitive Component integration for StatiOnary Fuel Cell power,http://www.fch.europa.eu/project/cost-competitive-component-integration-stationary-fuel-cell-power,1
17525,INEMAD,Improved Nutrient and Energy Management through Anaerobic Digestion,http://www.inemad.eu/,1
17527,EUROPLANET RI,European Planetology Network Research Infrastructure,http://www.europlanet-ri.eu/,1
17531,INDO-MARECLIM,INDO EUROPEAN RESEARCH FACILITIES FOR STUDIES ON MARINE ECOSYSTEM AND CLIMATE IN INDIA,http://indomareclim-nerci.in/,1
17539,DIAGNO-RAIL,Combining innovative portable VISUAL ACOUSTIC MAGNETIC and NMR methods with in situ CHEMICAL diagnostic tools for effective failure assessment and maintenance strategy of RAIL and subway systems,http://www.ims.demokritos.gr/diagnorail/,1
17541,TRANSMED,Translating basic research findings in major human diseases,http://www.2020-horizon.com/TRANSMED-Translating-basic-research-findings-in-major-human-diseases(TRANSMED)-s9942.html,1
17544,ECRIN-IA,European Clinical Research Infrastructures Network Integrating Activity,http://ecrin.org/,1
17545,OPTIC,Optimal Policies for Transport in Combination,http://optic.toi.no/,1
17547,COVER,Coordination of Vehicle and Road Safety Initiatives,http://www.biomechanics-coordination.eu/,1
17549,INTRAREGIO,Towards an Intermodal Transport Network through innovative research driven clusters in Regions of organised and competitive knowledge,http://www.transport-research.info/project/towards-intermodal-transport-network-through-innovative-research-driven-clusters-regions,1
17551,KARMA,Knowledge Based Process planning and Design for Additive Layer Manufacturing,http://www.femeval.es/proyectos/karma/Paginas/InicioKarmaNoLogo.aspx,1
17552,BILAT-UKR*AINA,Enhancing the BILATeral S T Partnership with UKRraine Advanced INnovative Approach,http://www.increast.eu/en/1502.php,1
17554,WEZARD,Weather hazards for aeronautics,http://www.wezard.eu/,1
17556,TRANSMEDRI,Upgrading the capacities for research in translational medicine at the Faculty of Medicine University of Rijeka,http://biobank.uniri.hr/index.html,1
17557,BIOPREDYN,From Data to Models New Bioinformatics Methods and Tools for Data Driven Predictive Dynamic Modelling in Biotechnological Applications,http://www.biopredyn.eu/,1
17561,MONITOR,Monitoring System on the Development of Global Air Transport,http://www.monitor-project.eu/,1
17562,COROADO,Technologies for Water Recycling and Reuse in Latin American Context Assessment Decision Tools and Implementable Strategies under an Uncertain Future,http://www.coroado-project.eu/,1
17565,NOVEL,Novel materials and system designs for low cost efficient and durable PEM electrolysers,http://www.fch.europa.eu/project/novel-materials-and-system-designs-low-cost-efficient-and-durable-pem-electrolysers,1
17567,OSCAR,Optimising Subsidiary Crop Applications in Rotations,http://web3.wzw.tum.de/oscar/index.php?id=2,1
17568,GENNESYS,International Congress on Nanotechnology and Research Infrastructures,http://eu-projektbuero.desy.de/fp7/fp7_projects/gennesys/index_eng.html,1
17571,ITS-NANO,INTELLIGENT TESTING STRATEGY FOR ENGINEERED NANOMATERIALS,http://www.nano.hw.ac.uk/research-projects/itsnano.html,1
17574,ECO-CEMENT,New microbial carbonate precipitation technology for the production of high strength economical and Ecological Cement,http://www.eoc.org.cy/index.php?id=6106,1
17580,REFORCH,Resource efficient forging process chain for complicated high duty parts,http://www.reforch.eu/,1
17584,HYRESPONSE,European Hydrogen Emergency Response training programme for First Responders,http://www.hyresponse.eu/,1
17587,COSMA,Community Oriented Solutions to Minimise aircraft noise Annoyance,http://www.transport-research.info/project/community-oriented-solutions-minimise-aircraft-noise-annoyance,1
17592,EFFESUS,ENERGY EFFICIENCY FOR EU HISTORIC DISTRICTS SUSTAINABILITY,http://www.effesus.eu/,1
17594,BIOCOG,Biomarker Development for Postoperative Cognitive Impairment in the Elderly,http://www.biocog.eu/,1
17598,2050AP,The 2050 Airport,http://www.transport-research.info/project/2050-airport,1
17599,RTD2FARM,Enhancing collaboration in research for Livestock,http://www.rtd-services.com/wordpress/,1
17601,PARTICLE DETECTORS,Upgraded Facility for Development of Silicon and Diamond Particle Detector Systems,http://lnr.irb.hr/pd/,1
17603,WINTHER,WINTHERapeutics development of a systems biology method to predict efficacy of cancer drugs to optimize individualized therapeutic decision and improve clinical outcome for cancer patients,http://www.euussciencetechnology.eu/content/wintherapeutics-development-systems-biology-method-predict-efficacy-cancer-drugs-optimize,1
17604,NGS-PTL,Next Generation Sequencing platform for targeted Personalized Therapy of Leukemia,http://www.ngs-ptl.com/,1
17605,RASTANEWS,Macro Risk Assessment and Stabilization Policies with New Early Warning Signals,http://www.rastanews.eu/,1
17610,THEMA-CNT,Thermal management with carbon nanotube architectures,http://www.ecpe.org/news-projects/european-projects/all/?tx_ttnews%5Bpointer%5D=6&cHash=15aaf152e6ca5c707c4b8da02809f3cf,1
17611,BUILDSMART,Buildsmart energy efficient solutions ready for the market,http://smartcities-infosystem.eu/projects/buildsmart,1
17612,HYCARUS,HYdrogen cells for AiRborne Usage,http://hycarus.eu/,1
17613,ECOHUBS,Environmentally COherent measures and interventions to debottleneck HUBS of the multimodal network favoured by seamless flow of goods,http://www.transport-research.info/project/environmentally-coherent-measures-and-environmental-interventions-debottleneck-hubs,1
17616,COPORI,Communication and Policy development for Research Infrastructures in Europe,http://www.copori.eu/,1
17617,AFTER,A Framework for electrical power sysTems vulnerability identification dEfense and Restoration,http://www.enea.it/en/events/after-project-workshop,1
17619,RESPECT,RESPECT Rules Expectations Security through Privacy Enhanced Convenient Technologies,http://www.jointfinalevent2014.eu/respect/,1
17626,ECO-INDIA,Energy efficient community based water and wastewater treatment systems for deployment in India,http://www.eco-india.org/,1
17627,WASSERMED,Water Availability and Security in Southern EuRope and the Mediterranean,http://wassermed.cmcc.it/,1
17628,SKIP-NMD,A phase I IIa clinical trial in Duchenne muscular dystrophy using systemically delivered morpholino antisense oligomer to skip exon 53,http://www.euussciencetechnology.eu/content/phase-iiia-clinical-trial-duchenne-muscular-dystrophy-using-systemically-delivered,1
17632,BFIRST,Building integrated fibre reinforced solar technology,http://www.bfirst-fp7.eu/home/,1
17633,COMPASS,OPTIMISED CO MODAL PASSENGER TRANSPORT FOR REDUCING CARBON EMISSIONS,http://www.fp7-compass.eu/,1
17634,SWIPE,Space WIreless sensor networks for Planetary Exploration,http://swipe.tekever.com/,1
17635,SLING,Serving Life science Information for the Next Generation,http://www.sling-fp7.org/,1
17636,4D4Life,Distributed Dynamic Diversity Databases for Life,http://4d4life.eu/,1
17638,AWARE,Animal WelfAre Research in an enlarged Europe,http://www.aware-welfare.eu/aware,1
17641,SILENTWOOD,MULTILAYERED WOOD BASED EXTERIOR DOORS WITH ENHANCED ACOUSTIC INSULATING PROPERTIES FOR DWELLINGS SANITATION AND EDUCATIVE CENTRES,http://www.silentwood.eu/,1
17642,TIFFE,Thermal Systems Integration for Fuel Economy,http://www.tiffe.eu/,1
17645,COOPEUS,Strengthening the cooperation between the US and the EU in the field of environmental research infrastructures,http://www.coopeus.eu/,1
17646,FOUNDENERGY,Waste Heat Recovery Power Generation Based on ORC Technology in Foundry Industry,http://www.foundenergy.eu/,1
17647,GACD,Global Alliance for Chronic Diseases,http://www.gacd.org/,1
17652,SYSTEQ,The development validation and implementation of human systemic Toxic Equivalencies TEQs as biomarkers for dioxin like compounds,http://systeqproject.eu/,1
17655,SUSTAMINING,SELECTIVE AND SUSTAINABLE EXPLOITATION OF ORNAMENTAL STONES BASED ON DEMAND,http://www.sustamining.eu/,1
17660,RISING,RIS services for improving the integration of inland waterway transports into intermodal chains,http://www.transport-research.info/project/ris-services-improving-integration-inland-waterway-transports-intermodal-chains,1
17662,EXTREME SEAS,Design for Ship Safety in Extreme Seas,http://www.mar.ist.utl.pt/extremeseas/,1
17663,NANO4COLOR,Design and develop a new generation of color PVD coatings for decorative applications,http://www.inform.pt/nano4color/index.html,1
17664,VALUEFROMURINE,Bio electrochemically assisted recovery of valuable resources from urine,http://www.valuefromurine.eu/home/project-details,1
17665,INCONET-GCC,Science and Technology International Cooperation Network for Gulf Cooperation Countries aiming at the promotion of bi regional dialogue,http://www.2020-horizon.com/INCONET-GCC-Science-and-technology-international-cooperation-network-for-gulf-cooperation-countries-aiming-at-the-promotion-of-bi-regional-dialogue(INCONET-GCC)-s9704.html,1
17669,BIO CIRCLE 2,Reinforcing the international cooperation in FP7 FAFB strengthening the CIRCLE of Third Countries BIO NCPs,http://bio-economy.ru/en/ncp_biotechnology/projects_of_bio_ncp/,1
17671,NECOBAUT,New Concept of Metal Air Battery for Automotive Application based on Advanced Nanomaterials,http://www.necobaut.eu/home/home.php,1
17672,INNOBITE,Transforming urban and agricultural residues into high performance biomaterials for green construction,http://www.innobite.eu/,1
17673,DERPHOSA,Technology Development of Remote Phosphor for Avionic Cockpit Displays,http://www.transport-research.info/project/technology-development-remote-phosphor-avionic-cockpit-displays,1
17676,HORSEGENE,GENOMIC TOOLS FOR BREEDING AGAINST HERITABLE DISEASES IN HORSES,http://www.biw.kuleuven.be/GENLOG/horsegene/index.html,1
17678,7MW-WEC-BY-11,Pilot Demonstration of Eleven 7MW Class WEC at Estinnes in Belgium,http://www.7mw-wec-by-11.eu/,1
17683,ELAN,CIVITAS ELAN Mobilising citizens for vital cities Ljubljana Gent Zagreb Brno Porto,http://www.transport-research.info/project/mobilising-citizens-vital-cities-ljubljana-gent-zagreb-brno-porto,1
